Unnamed: 9,Unnamed: 10,Unnamed: 11,Printed 03/10/2024 09:29:32,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,
,,,Page 1 of 10,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,GST Amount,,,,,7.09,
,EFTPOS,,,,,78.0,
,,,,,,,
,,,,,,,
,,,,,,,
2022-12-27 10:39:03,,,201,618106,TRACEY LANGE,,
,,,,,,,
6500006,,ICE 5kg BAG,,,,,3.99
,,,,,,,
,GST Subtotal,,,,,3.99,
,,,,,,,
,GST Amount,,,,,0.36,
,,,,,,,
,EFTPOS,,,,,3.99,
,,,,,,,
,,,,,,,
2022-12-27 10:55:41,,,201,618107,TRACEY LANGE,,
,,,,,,,
6020030,,XXXX BITTER CAN CTN 30PK,,,,,62.99
,,,,,,,
7848,,-6.99  P51 1 FOR $56.00,,,,,
,,,,,,,
7848,,P51 1 FOR $56.00,,,,,-6.99
,,,,,,,
,GST Subtotal,,,,,56.0,
,,,,,,,
,GST Amount,,,,,5.09,
,,,,,,,
,EFTPOS,,,,,56.0,
,,,,,,,
,,,,,,,
2022-12-27 10:56:39,,,201,618108,TRACEY LANGE,,
,,,,,,,
6030022,,VB CAN 6PK,,,,,19.990000000000002
,,,,,,,
,10% Item Discount 4,,,,,-2.0,
,,,,,,,
,GST Subtotal,,,,,17.990000000000002,
,,,,,,,
,GST Amount,,,,,1.6400000000000001,
,,,,,,,
,,,,,,,
,,,,,,,
,EFTPOS,,,,,17.990000000000002,
,,,,,,,
,,,,,,,
2022-12-27 11:01:23,,,201,618109,TRACEY LANGE,,
,,,,,,,
6310530,,WTURKEY 101 CAN 4PK,,,,,28.990000000000002
,,,,,,,
6310552,,WTURKEY RARE/COLA 8% CAN 4PK,,,,,29.990000000000002
,,,,,,,
,,,,,,,
,GST Subtotal,,,,,58.980000000000004,
,,,,,,,
,GST Amount,,,,,5.36,
,,,,,,,
,EFTPOS,,,,,58.980000000000004,
,,,,,,,
,,,,,,,
2022-12-27 11:10:33,,,201,618110,TRACEY LANGE,,
,,,,,,,
6310528,,WTURKEY 101 CAN 10PK,,,,,62.99
,,,,,,,
,GST Subtotal,,,,,62.99,
,,,,,,,
,,,,,,,
,GST Amount,,,,,5.73,
,,,,,,,
,EFTPOS,,,,,62.99,
,,,,,,,
,,,,,,,
2022-12-27 11:11:52,,,201,618111,TRACEY LANGE,,
,,,,,,,
6040713,,BROUHAHA STRAW SOUR CAN SGL,,,,,8.0
,,,,,,,
6040713,,BROUHAHA STRAW SOUR CAN SGL,,,,,8.0
,,,,,,,
6040524,,BLACKFLAG AFFINITY CAN SGL,,,,,7.0
,,,,,,,
6040524,,BLACKFLAG AFFINITY CAN SGL,,,,,7.0
,,,,,,,
,GST Subtotal,,,,,30.0,
,,,,,,,
,GST Amount,,,,,2.73,
,,,,,,,
,,,,,,,
,EFTPOS,,,,,30.0,
,,,,,,,
,,,,,,,
2022-12-27 11:12:14,,,201,618112,TRACEY LANGE,,
,,,,,,,
6310574,,GORDONS PINK AND SODA STUB 4PK,,,,,21.990000000000002
,,,,,,,
